紀錄時間,類別,機組,發電量(MW),備註
2026-01-19 21:24,太陽能購電(註13),志光光(註10),-,-
2026-01-19 21:24,太陽能購電(註13),永堯光(註10),-,-
2026-01-19 21:24,太陽能購電(註13),昱昶光(註10),-,-
2026-01-19 21:24,太陽能購電(註13),星崙光(註10),-,-
2026-01-19 21:24,太陽能購電(註13),新和光(註10),-,-
2026-01-19 21:24,太陽能購電(註13),生利光(註10),-,-
2026-01-19 21:24,太陽能購電(註13),廷和光(註10),-,-
2026-01-19 21:24,太陽能購電(註13),星股光(註10),-,-
2026-01-19 21:24,太陽能購電(註13),其它購電太陽能,14327.6,0.000%
2026-01-19 21:24,,小計,14681.9(25.452%),
2026-01-19 21:24,,台電自有地熱,0.8,0.000%
2026-01-19 21:24,,購電地熱,6.4,48.069%
2026-01-19 21:24,,生質能(Biofuel),60.7,68.084%
2026-01-19 21:24,,小計,67.9(0.118%),
2026-01-19 21:24,抽蓄水力(Pumped Hydro),大觀二#1,250.0,0.000%
2026-01-19 21:24,抽蓄水力(Pumped Hydro),大觀二#2,250.0,0.000%
2026-01-19 21:24,抽蓄水力(Pumped Hydro),大觀二#3,250.0,0.000%
2026-01-19 21:24,抽蓄水力(Pumped Hydro),大觀二#4,250.0,0.000%
2026-01-19 21:24,抽蓄水力(Pumped Hydro),明潭#1,267.0,0.000%
2026-01-19 21:24,抽蓄水力(Pumped Hydro),明潭#2,267.0,0.000%
2026-01-19 21:24,抽蓄水力(Pumped Hydro),明潭#3,267.0,0.000%
2026-01-19 21:24,抽蓄水力(Pumped Hydro),明潭#4,267.0,0.000%
2026-01-19 21:24,抽蓄水力(Pumped Hydro),明潭#5,267.0,0.000%
2026-01-19 21:24,抽蓄水力(Pumped Hydro),明潭#6,267.0,0.000%
2026-01-19 21:24,電池(Battery),電池(註16),813.5,0.000%
2026-01-19 21:24,,小計,3415.5(5.921%),
2026-01-19 21:24,抽蓄水力(Pumped Hydro),大觀二#1,-,-
2026-01-19 21:24,抽蓄水力(Pumped Hydro),大觀二#2,-,-
2026-01-19 21:24,抽蓄水力(Pumped Hydro),大觀二#3,-,-
2026-01-19 21:24,抽蓄水力(Pumped Hydro),大觀二#4,-,-
2026-01-19 21:24,抽蓄水力(Pumped Hydro),明潭#1,-,-
2026-01-19 21:24,抽蓄水力(Pumped Hydro),明潭#2,-,-
2026-01-19 21:24,抽蓄水力(Pumped Hydro),明潭#3,-,-
2026-01-19 21:24,抽蓄水力(Pumped Hydro),明潭#4,-,-
2026-01-19 21:24,抽蓄水力(Pumped Hydro),明潭#5,-,-
2026-01-19 21:24,抽蓄水力(Pumped Hydro),明潭#6,-,-
2026-01-19 21:24,電池(Battery),電池(註16),-,-
2026-01-20 04:08,,林口#1,800.0,94.550%
2026-01-20 04:08,,林口#2,800.0,0.000%
2026-01-20 04:08,,林口#3,800.0,94.875%
2026-01-20 04:08,,台中#1,550.0,49.582%
2026-01-20 04:08,,台中#2,550.0,50.545%
2026-01-20 04:08,,台中#3,550.0,52.945%
2026-01-20 04:08,,台中#4,550.0,0.000%
2026-01-20 04:08,,台中#5,550.0,52.400%
2026-01-20 04:08,,台中#6,550.0,0.000%
2026-01-20 04:08,,台中#7,550.0,51.073%
2026-01-20 04:08,,台中#8,550.0,52.455%
2026-01-20 04:08,,台中#9,550.0,0.000%
2026-01-20 04:08,,台中#10,550.0,62.182%
2026-01-20 04:08,,興達#1(註15),-,-
2026-01-20 04:08,,興達#2(註15),-,-
2026-01-20 04:08,,興達#3(註15),-,-
2026-01-20 04:08,,興達#4(註12),550.0,0.000%
2026-01-20 04:08,,大林#1,800.0,0.000%
2026-01-20 04:08,,大林#2,800.0,94.738%
2026-01-20 04:08,,小計,10050.0(17.423%),
2026-01-20 04:08,,汽電共生,631.4,-
2026-01-20 04:08,,小計,631.4(1.095%),
2026-01-20 04:08,,和平#1,648.6,88.212%
2026-01-20 04:08,,和平#2,660.0,85.939%
2026-01-20 04:08,,小計,1308.6(2.269%),
2026-01-20 04:08,,大潭CC#1,742.7,0.000%
2026-01-20 04:08,,大潭CC#2,742.7,53.427%
2026-01-20 04:08,,大潭CC#3,724.7,56.327%
2026-01-20 04:08,,大潭CC#4,724.7,71.947%
2026-01-20 04:08,,大潭CC#5,724.7,70.139%
2026-01-20 04:08,,大潭CC#6,724.7,78.777%
2026-01-20 04:08,,大潭CC#7(註10),-,-
2026-01-20 04:08,,大潭CC#8,1123.6,0.000%
2026-01-20 04:08,,大潭CC#9,1123.6,98.360%
2026-01-20 04:08,,通霄CC#1,892.6,93.480%
2026-01-20 04:08,,通霄CC#2,892.6,82.108%
2026-01-20 04:08,,通霄CC#3,892.6,94.645%
2026-01-20 04:08,,通霄CC#6,321.2,96.482%
2026-01-20 04:08,,通霄GT#9,180.9,16.035%
2026-01-20 04:08,,台中CC#1(註10),-,-
2026-01-20 04:08,,興達新CC#1,1300.0,21.208%
2026-01-20 04:08,,興達新CC#2(註10),-,-
2026-01-20 04:08,,興達CC#1,445.2,44.565%
2026-01-20 04:08,,興達CC#2,445.2,47.508%
2026-01-20 04:08,,興達CC#3,445.2,0.000%
2026-01-20 04:08,,興達CC#4,445.2,70.262%
2026-01-20 04:08,,興達CC#5,445.2,0.000%
2026-01-20 04:08,,南部CC#1,288.8,37.604%
2026-01-20 04:08,,南部CC#2,288.8,80.402%
2026-01-20 04:08,,南部CC#3,288.8,80.817%
2026-01-20 04:08,,南部CC#4,251.4,67.263%
2026-01-20 04:08,,大林#5,-,-
2026-01-20 04:08,,大林#6,550.0,53.909%
2026-01-20 04:08,,小計,15005.0(26.013%),
2026-01-20 04:08,,海湖#1,450.0,78.778%
2026-01-20 04:08,,新桃#1,630.0,72.032%
2026-01-20 04:08,,國光#1,480.0,0.000%
2026-01-20 04:08,,星彰#1,506.9,79.214%
2026-01-20 04:08,,星元#1,549.1,73.411%
2026-01-20 04:08,,嘉惠#1,700.0,98.429%
2026-01-20 04:08,,嘉惠#2,510.0,0.000%
2026-01-20 04:08,,豐德#1,506.9,87.224%
2026-01-20 04:08,,豐德#2,506.9,50.350%
2026-01-20 04:08,,豐德#3,1100.0,85.209%
2026-01-20 04:08,,小計,5939.7(10.297%),
2026-01-20 04:08,,協和#3,500.0,27.820%
2026-01-20 04:08,,協和#4,500.0,28.120%
2026-01-20 04:08,,澎湖尖山(註4),129.8,24.191%
2026-01-20 04:08,,小計,1129.8(1.959%),
2026-01-20 04:08,,核二Gas1,-,-
2026-01-20 04:08,,核二Gas2,-,-
2026-01-20 04:08,,核三Gas1,-,-
2026-01-20 04:08,,核三Gas2,-,-
2026-01-20 04:08,,台中Gas1&amp;2,140.0,0.000%
2026-01-20 04:08,,台中Gas3&amp;4,140.0,0.000%
2026-01-20 04:08,,金門塔山(註4),113.3,18.889%
2026-01-20 04:08,,馬祖珠山(註4),28.6,28.282%
2026-01-20 04:08,,離島其他(註4),41.2,N/A
2026-01-20 04:08,,小計,463.2(0.803%),
2026-01-20 04:08,,德基#1,78.0,0.000%
2026-01-20 04:08,,德基#2,78.0,0.000%
2026-01-20 04:08,,德基#3,78.0,0.000%
2026-01-20 04:08,,青山#1,92.0,0.000%
2026-01-20 04:08,,青山#2,92.0,0.000%
2026-01-20 04:08,,青山#3,92.0,10.978%
2026-01-20 04:08,,青山#4,92.0,11.087%
2026-01-20 04:08,,谷關#1,54.4,0.000%
2026-01-20 04:08,,谷關#2,54.4,16.162%
2026-01-20 04:08,,谷關#3,54.4,0.000%
2026-01-20 04:08,,谷關#4,54.4,0.000%
2026-01-20 04:08,,天輪#1,22.5,0.000%
2026-01-20 04:08,,天輪#2,22.5,0.000%
2026-01-20 04:08,,天輪#3,22.5,0.000%
2026-01-20 04:08,,天輪#4,22.5,0.000%
2026-01-20 04:08,,天輪#5,105.0,0.000%
2026-01-20 04:08,,馬鞍#1,66.7,10.488%
2026-01-20 04:08,,馬鞍#2,66.7,0.000%
2026-01-20 04:08,,卓蘭#1,40.0,0.000%
2026-01-20 04:08,,卓蘭#2,40.0,0.000%
2026-01-20 04:08,,萬大#1,10.4,0.000%
2026-01-20 04:08,,萬大#2,10.4,0.000%
2026-01-20 04:08,,萬大#3,15.3,0.000%
2026-01-20 04:08,,萬大#4,19.7,0.000%
2026-01-20 04:08,,松林#1&amp;2,20.9,0.000%
2026-01-20 04:08,,大觀一#1,22.0,16.364%
2026-01-20 04:08,,大觀一#2,22.0,0.000%
2026-01-20 04:08,,大觀一#3,22.0,14.091%
2026-01-20 04:08,,大觀一#4,22.0,15.455%
2026-01-20 04:08,,大觀一#5,22.0,16.364%
2026-01-20 04:08,,鉅工#1,21.8,7.816%
2026-01-20 04:08,,鉅工#2,21.8,8.276%
2026-01-20 04:08,,水里#1,12.8,0.002%
2026-01-20 04:08,,立霧#1&amp;#2,32.0,0.000%
2026-01-20 04:08,,龍澗#1,48.6,0.000%
2026-01-20 04:08,,龍澗#2,48.6,0.000%
2026-01-20 04:08,,碧海,61.2,8.497%
2026-01-20 04:08,,烏來&amp;桂山&amp;粗坑,40.5,66.420%
2026-01-20 04:08,,北部小水力(註6),31.1,71.978%
2026-01-20 04:08,,中部小水力(註6),31.3,10.545%
2026-01-20 04:08,,南部小水力(註6),7.2,51.604%
2026-01-20 04:08,,東部小水力(註6),54.6,43.773%
2026-01-20 04:08,,翡翠#1,70.0,0.000%
2026-01-20 04:08,,石門#1,45.0,0.000%
2026-01-20 04:08,,石門#2,45.0,0.000%
2026-01-20 04:08,,曾文#1,50.0,98.400%
2026-01-20 04:08,,義興#1,40.0,44.750%
2026-01-20 04:08,,名間,16.7,0.000%
2026-01-20 04:08,,嘉南西口、烏山頭和八田,22.5,65.877%
2026-01-20 04:08,,卑南,2.0,45.455%
2026-01-20 04:08,,捷祥關山,1.0,0.000%
2026-01-20 04:08,,其它購電小水力,6.1,N/A
2026-01-20 04:08,,小計(註5),2124.4(3.683%),
2026-01-20 04:08,陸域風力台電自有(註13),觀園,30.0,79.920%
2026-01-20 04:08,陸域風力台電自有(註13),台中港,35.0,73.543%
2026-01-20 04:08,陸域風力台電自有(註13),王功,23.0,99.565%
2026-01-20 04:08,陸域風力台電自有(註13),彰工,86.2,71.230%
2026-01-20 04:08,陸域風力台電自有(註13),雲麥,46.0,57.826%
2026-01-20 04:08,陸域風力台電自有(註13),四湖,28.0,82.143%
2026-01-20 04:08,陸域風力台電自有(註13),其它台電自有,84.7,49.445%
2026-01-20 04:08,陸域風力購電(註13),苗栗大鵬,42.0,85.000%
2026-01-20 04:08,陸域風力購電(註13),鹿威彰濱,55.2,72.101%
2026-01-20 04:08,陸域風力購電(註13),觀威觀音&amp;桃威新屋,48.3,84.472%
2026-01-20 04:08,陸域風力購電(註13),中威大安,75.9,114.493%
2026-01-20 04:08,陸域風力購電(註13),創維風,49.2,92.886%
2026-01-20 04:08,陸域風力購電(註13),新源崙背,25.2,93.254%
2026-01-20 04:08,陸域風力購電(註13),彰品風(註10),-,-
2026-01-20 04:08,陸域風力購電(註13),其它購電風力,178.4,49.159%
2026-01-20 04:08,離岸風力台電自有(註13),離岸一期,109.2,85.641%
2026-01-20 04:08,離岸風力台電自有(註13),離岸二期(註10),-,-
2026-01-20 04:08,離岸風力購電(註13),海洋竹南,128.0,96.484%
2026-01-20 04:08,離岸風力購電(註13),海能風,376.0,90.638%
2026-01-20 04:08,離岸風力購電(註13),沃一風,605.2,88.421%
2026-01-20 04:08,離岸風力購電(註13),沃二風,294.8,93.667%
2026-01-20 04:08,離岸風力購電(註13),沃四風(註10),-,-
2026-01-20 04:08,離岸風力購電(註13),沃南風(註10),-,-
2026-01-20 04:08,離岸風力購電(註13),芳一風,96.0,83.958%
2026-01-20 04:08,離岸風力購電(註13),芳二風,451.2,77.633%
2026-01-20 04:08,離岸風力購電(註13),允湖(註10),-,-
2026-01-20 04:08,離岸風力購電(註13),允西(註10),-,-
2026-01-20 04:08,離岸風力購電(註13),中能風(註10),-,-
2026-01-20 04:08,離岸風力購電(註13),龍A風(註10),-,-
2026-01-20 04:08,離岸風力購電(註13),龍B風(註10),-,-
2026-01-20 04:08,,小計,2867.5(4.971%),
2026-01-20 04:08,太陽能台電自有(註13),彰濱光,100.0,67.261%
2026-01-20 04:08,太陽能台電自有(註13),南鹽光,150.0,63.165%
2026-01-20 04:08,太陽能台電自有(註13),其它台電自有,24.3,23.428%
2026-01-20 04:08,太陽能購電(註13),崙尾光,-,-
2026-01-20 04:08,太陽能購電(註13),天衝光,-,-
2026-01-20 04:08,太陽能購電(註13),天篷光,80.0,58.465%
2026-01-20 04:08,太陽能購電(註13),寶興光(註10),-,-
2026-01-20 04:08,太陽能購電(註13),聯華光(註10),-,-
2026-01-20 04:08,太陽能購電(註13),向陽光(註10),-,-
2026-01-20 04:08,太陽能購電(註13),星崴光(註10),-,-
2026-01-20 04:08,太陽能購電(註13),碩力光(註10),-,-
2026-01-20 04:08,太陽能購電(註13),天英光(註10),-,-
2026-01-20 04:08,太陽能購電(註13),志光光(註10),-,-
2026-01-20 04:08,太陽能購電(註13),永堯光(註10),-,-
2026-01-20 04:08,太陽能購電(註13),昱昶光(註10),-,-
2026-01-20 04:08,太陽能購電(註13),星崙光(註10),-,-
2026-01-20 04:08,太陽能購電(註13),新和光(註10),-,-
2026-01-20 04:08,太陽能購電(註13),生利光(註10),-,-
2026-01-20 04:08,太陽能購電(註13),廷和光(註10),-,-
2026-01-20 04:08,太陽能購電(註13),星股光(註10),-,-
2026-01-20 04:08,太陽能購電(註13),其它購電太陽能,14327.6,41.719%
2026-01-20 04:08,,小計,14681.9(25.453%),
2026-01-20 04:08,,台電自有地熱,0.8,0.000%
2026-01-20 04:08,,購電地熱,6.4,46.519%
2026-01-20 04:08,,生質能(Biofuel),60.7,57.699%
2026-01-20 04:08,,小計,67.9(0.118%),
2026-01-20 04:08,抽蓄水力(Pumped Hydro),大觀二#1,250.0,0.000%
2026-01-20 04:08,抽蓄水力(Pumped Hydro),大觀二#2,250.0,0.000%
2026-01-20 04:08,抽蓄水力(Pumped Hydro),大觀二#3,250.0,0.000%
2026-01-20 04:08,抽蓄水力(Pumped Hydro),大觀二#4,250.0,0.000%
2026-01-20 04:08,抽蓄水力(Pumped Hydro),明潭#1,267.0,0.000%
2026-01-20 04:08,抽蓄水力(Pumped Hydro),明潭#2,267.0,0.000%
2026-01-20 04:08,抽蓄水力(Pumped Hydro),明潭#3,267.0,0.000%
2026-01-20 04:08,抽蓄水力(Pumped Hydro),明潭#4,267.0,0.000%
2026-01-20 04:08,抽蓄水力(Pumped Hydro),明潭#5,267.0,0.000%
2026-01-20 04:08,抽蓄水力(Pumped Hydro),明潭#6,267.0,0.000%
2026-01-20 04:08,電池(Battery),電池(註16),811.3,0.000%
2026-01-20 04:08,,小計,3413.3(5.917%),
2026-01-20 04:08,抽蓄水力(Pumped Hydro),大觀二#1,-,-
2026-01-20 04:08,抽蓄水力(Pumped Hydro),大觀二#2,-,-
2026-01-20 04:08,抽蓄水力(Pumped Hydro),大觀二#3,-,-
2026-01-20 04:08,抽蓄水力(Pumped Hydro),大觀二#4,-,-
2026-01-20 04:08,抽蓄水力(Pumped Hydro),明潭#1,-,-
2026-01-20 04:08,抽蓄水力(Pumped Hydro),明潭#2,-,-
2026-01-20 04:08,抽蓄水力(Pumped Hydro),明潭#3,-,-
2026-01-20 04:08,抽蓄水力(Pumped Hydro),明潭#4,-,-
2026-01-20 04:08,抽蓄水力(Pumped Hydro),明潭#5,-,-
2026-01-20 04:08,抽蓄水力(Pumped Hydro),明潭#6,-,-
2026-01-20 04:08,電池(Battery),電池(註16),-,-
2026-01-20 07:32,,林口#1,800.0,94.200%
2026-01-20 07:32,,林口#2,800.0,0.000%
2026-01-20 07:32,,林口#3,800.0,95.037%
2026-01-20 07:32,,台中#1,550.0,55.527%
2026-01-20 07:32,,台中#2,550.0,84.636%
2026-01-20 07:32,,台中#3,550.0,58.327%
2026-01-20 07:32,,台中#4,550.0,0.000%
2026-01-20 07:32,,台中#5,550.0,58.600%
2026-01-20 07:32,,台中#6,550.0,0.000%
2026-01-20 07:32,,台中#7,550.0,57.036%
2026-01-20 07:32,,台中#8,550.0,58.655%
2026-01-20 07:32,,台中#9,550.0,0.000%
2026-01-20 07:32,,台中#10,550.0,91.345%
2026-01-20 07:32,,興達#1(註15),-,-
2026-01-20 07:32,,興達#2(註15),-,-
2026-01-20 07:32,,興達#3(註15),-,-
2026-01-20 07:32,,興達#4(註12),550.0,0.000%
2026-01-20 07:32,,大林#1,800.0,0.000%
2026-01-20 07:32,,大林#2,800.0,94.925%
2026-01-20 07:32,,小計,10050.0(17.423%),
2026-01-20 07:32,,汽電共生,631.4,-
2026-01-20 07:32,,小計,631.4(1.095%),
2026-01-20 07:32,,和平#1,648.6,92.283%
2026-01-20 07:32,,和平#2,660.0,89.015%
2026-01-20 07:32,,小計,1308.6(2.269%),
2026-01-20 07:32,,大潭CC#1,742.7,0.000%
2026-01-20 07:32,,大潭CC#2,742.7,53.117%
2026-01-20 07:32,,大潭CC#3,724.7,56.327%
2026-01-20 07:32,,大潭CC#4,724.7,71.892%
2026-01-20 07:32,,大潭CC#5,724.7,69.919%
2026-01-20 07:32,,大潭CC#6,724.7,81.330%
2026-01-20 07:32,,大潭CC#7(註10),-,-
2026-01-20 07:32,,大潭CC#8,1123.6,0.000%
2026-01-20 07:32,,大潭CC#9,1123.6,99.312%
2026-01-20 07:32,,通霄CC#1,892.6,101.781%
2026-01-20 07:32,,通霄CC#2,892.6,101.333%
2026-01-20 07:32,,通霄CC#3,892.6,94.701%
2026-01-20 07:32,,通霄CC#6,321.2,96.513%
2026-01-20 07:32,,通霄GT#9,180.9,0.000%
2026-01-20 07:32,,台中CC#1(註10),-,-
2026-01-20 07:32,,興達新CC#1,1300.0,0.000%
2026-01-20 07:32,,興達新CC#2(註10),-,-
2026-01-20 07:32,,興達CC#1,445.2,45.127%
2026-01-20 07:32,,興達CC#2,445.2,48.945%
2026-01-20 07:32,,興達CC#3,445.2,0.000%
2026-01-20 07:32,,興達CC#4,445.2,43.667%
2026-01-20 07:32,,興達CC#5,445.2,0.000%
2026-01-20 07:32,,南部CC#1,288.8,50.416%
2026-01-20 07:32,,南部CC#2,288.8,104.640%
2026-01-20 07:32,,南部CC#3,288.8,105.471%
2026-01-20 07:32,,南部CC#4,251.4,92.920%
2026-01-20 07:32,,大林#5,-,-
2026-01-20 07:32,,大林#6,550.0,53.618%
2026-01-20 07:32,,小計,15005.0(26.013%),
2026-01-20 07:32,,海湖#1,450.0,101.911%
2026-01-20 07:32,,新桃#1,630.0,71.778%
2026-01-20 07:32,,國光#1,480.0,11.958%
2026-01-20 07:32,,星彰#1,506.9,88.349%
2026-01-20 07:32,,星元#1,549.1,82.644%
2026-01-20 07:32,,嘉惠#1,700.0,98.571%
2026-01-20 07:32,,嘉惠#2,510.0,98.431%
2026-01-20 07:32,,豐德#1,506.9,78.543%
2026-01-20 07:32,,豐德#2,506.9,50.054%
2026-01-20 07:32,,豐德#3,1100.0,85.145%
2026-01-20 07:32,,小計,5939.7(10.297%),
2026-01-20 07:32,,協和#3,500.0,27.660%
2026-01-20 07:32,,協和#4,500.0,28.120%
2026-01-20 07:32,,澎湖尖山(註4),129.8,24.961%
2026-01-20 07:32,,小計,1129.8(1.959%),
2026-01-20 07:32,,核二Gas1,-,-
2026-01-20 07:32,,核二Gas2,-,-
2026-01-20 07:32,,核三Gas1,-,-
2026-01-20 07:32,,核三Gas2,-,-
2026-01-20 07:32,,台中Gas1&amp;2,140.0,0.000%
2026-01-20 07:32,,台中Gas3&amp;4,140.0,0.000%
2026-01-20 07:32,,金門塔山(註4),113.3,20.213%
2026-01-20 07:32,,馬祖珠山(註4),28.6,25.489%
2026-01-20 07:32,,離島其他(註4),41.2,N/A
2026-01-20 07:32,,小計,463.2(0.803%),
2026-01-20 07:32,,德基#1,78.0,40.128%
2026-01-20 07:32,,德基#2,78.0,0.000%
2026-01-20 07:32,,德基#3,78.0,0.000%
2026-01-20 07:32,,青山#1,92.0,11.304%
2026-01-20 07:32,,青山#2,92.0,11.304%
2026-01-20 07:32,,青山#3,92.0,10.543%
2026-01-20 07:32,,青山#4,92.0,0.000%
2026-01-20 07:32,,谷關#1,54.4,0.000%
2026-01-20 07:32,,谷關#2,54.4,20.202%
2026-01-20 07:32,,谷關#3,54.4,0.000%
2026-01-20 07:32,,谷關#4,54.4,0.000%
2026-01-20 07:32,,天輪#1,22.5,0.000%
2026-01-20 07:32,,天輪#2,22.5,0.000%
2026-01-20 07:32,,天輪#3,22.5,0.000%
2026-01-20 07:32,,天輪#4,22.5,0.000%
2026-01-20 07:32,,天輪#5,105.0,0.000%
2026-01-20 07:32,,馬鞍#1,66.7,11.537%
2026-01-20 07:32,,馬鞍#2,66.7,0.000%
2026-01-20 07:32,,卓蘭#1,40.0,0.000%
2026-01-20 07:32,,卓蘭#2,40.0,0.000%
2026-01-20 07:32,,萬大#1,10.4,0.000%
2026-01-20 07:32,,萬大#2,10.4,96.618%
2026-01-20 07:32,,萬大#3,15.3,0.000%
2026-01-20 07:32,,萬大#4,19.7,0.000%
2026-01-20 07:32,,松林#1&amp;2,20.9,0.000%
2026-01-20 07:32,,大觀一#1,22.0,18.182%
2026-01-20 07:32,,大觀一#2,22.0,0.000%
2026-01-20 07:32,,大觀一#3,22.0,17.273%
2026-01-20 07:32,,大觀一#4,22.0,19.091%
2026-01-20 07:32,,大觀一#5,22.0,18.182%
2026-01-20 07:32,,鉅工#1,21.8,9.655%
2026-01-20 07:32,,鉅工#2,21.8,9.195%
2026-01-20 07:32,,水里#1,12.8,0.002%
2026-01-20 07:32,,立霧#1&amp;#2,32.0,0.000%
2026-01-20 07:32,,龍澗#1,48.6,0.000%
2026-01-20 07:32,,龍澗#2,48.6,0.000%
2026-01-20 07:32,,碧海,61.2,8.824%
2026-01-20 07:32,,烏來&amp;桂山&amp;粗坑,40.5,57.284%
2026-01-20 07:32,,北部小水力(註6),31.1,71.978%
2026-01-20 07:32,,中部小水力(註6),31.3,10.864%
2026-01-20 07:32,,南部小水力(註6),7.2,50.209%
2026-01-20 07:32,,東部小水力(註6),54.6,44.505%
2026-01-20 07:32,,翡翠#1,70.0,21.874%
2026-01-20 07:32,,石門#1,45.0,0.000%
2026-01-20 07:32,,石門#2,45.0,0.000%
2026-01-20 07:32,,曾文#1,50.0,98.400%
2026-01-20 07:32,,義興#1,40.0,0.000%
2026-01-20 07:32,,名間,16.7,0.000%
2026-01-20 07:32,,嘉南西口、烏山頭和八田,22.5,48.518%
2026-01-20 07:32,,卑南,2.0,40.404%
2026-01-20 07:32,,捷祥關山,1.0,0.000%
2026-01-20 07:32,,其它購電小水力,6.1,N/A
2026-01-20 07:32,,小計(註5),2124.4(3.683%),
2026-01-20 07:32,陸域風力台電自有(註13),觀園,30.0,79.920%
2026-01-20 07:32,陸域風力台電自有(註13),台中港,35.0,55.143%
2026-01-20 07:32,陸域風力台電自有(註13),王功,23.0,89.565%
2026-01-20 07:32,陸域風力台電自有(註13),彰工,86.2,65.197%
2026-01-20 07:32,陸域風力台電自有(註13),雲麥,46.0,53.261%
2026-01-20 07:32,陸域風力台電自有(註13),四湖,28.0,89.286%
2026-01-20 07:32,陸域風力台電自有(註13),其它台電自有,84.7,46.023%
2026-01-20 07:32,陸域風力購電(註13),苗栗大鵬,42.0,85.476%
2026-01-20 07:32,陸域風力購電(註13),鹿威彰濱,55.2,82.609%
2026-01-20 07:32,陸域風力購電(註13),觀威觀音&amp;桃威新屋,48.3,81.159%
2026-01-20 07:32,陸域風力購電(註13),中威大安,75.9,122.003%
2026-01-20 07:32,陸域風力購電(註13),創維風,49.2,92.886%
2026-01-20 07:32,陸域風力購電(註13),新源崙背,25.2,96.825%
2026-01-20 07:32,陸域風力購電(註13),彰品風(註10),-,-
2026-01-20 07:32,陸域風力購電(註13),其它購電風力,178.4,45.516%
2026-01-20 07:32,離岸風力台電自有(註13),離岸一期,109.2,85.385%
2026-01-20 07:32,離岸風力台電自有(註13),離岸二期(註10),-,-
2026-01-20 07:32,離岸風力購電(註13),海洋竹南,128.0,96.484%
2026-01-20 07:32,離岸風力購電(註13),海能風,376.0,88.644%
2026-01-20 07:32,離岸風力購電(註13),沃一風,605.2,88.553%
2026-01-20 07:32,離岸風力購電(註13),沃二風,294.8,93.769%
2026-01-20 07:32,離岸風力購電(註13),沃四風(註10),-,-
2026-01-20 07:32,離岸風力購電(註13),沃南風(註10),-,-
2026-01-20 07:32,離岸風力購電(註13),芳一風,96.0,92.750%
2026-01-20 07:32,離岸風力購電(註13),芳二風,451.2,75.523%
2026-01-20 07:32,離岸風力購電(註13),允湖(註10),-,-
2026-01-20 07:32,離岸風力購電(註13),允西(註10),-,-
2026-01-20 07:32,離岸風力購電(註13),中能風(註10),-,-
2026-01-20 07:32,離岸風力購電(註13),龍A風(註10),-,-
2026-01-20 07:32,離岸風力購電(註13),龍B風(註10),-,-
2026-01-20 07:32,,小計,2867.5(4.971%),
2026-01-20 07:32,太陽能台電自有(註13),彰濱光,100.0,45.360%
2026-01-20 07:32,太陽能台電自有(註13),南鹽光,150.0,37.079%
2026-01-20 07:32,太陽能台電自有(註13),其它台電自有,24.3,13.700%
2026-01-20 07:32,太陽能購電(註13),崙尾光,-,-
2026-01-20 07:32,太陽能購電(註13),天衝光,-,-
2026-01-20 07:32,太陽能購電(註13),天篷光,80.0,32.908%
2026-01-20 07:32,太陽能購電(註13),寶興光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),聯華光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),向陽光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),星崴光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),碩力光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),天英光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),志光光(註10),-,-
2026-01-20 07:32,太陽能購電(註13),永堯光(註10),-,-
